,SMILES,Formula,Autocorrelation_descriptors_vector_2d,Autocorrelation_descriptors_vector_3d,CrippenDescriptors,ExactMolWt,FractionCSP3,HallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3
24,CC1C2CCC2(C#C)C(=C)N1C=N,C11H14N2,"[2.751, 3.092, 3.212, 2.823, 1.872, 0.773, 0.0, 0.0, 2.641, 2.976, 3.126, 2.694, 1.663, 0.564, 0.0, 0.0, 2.75, 3.09, 3.211, 2.821, 1.869, 0.77, 0.0, 0.0, 2.603, 2.939, 3.097, 2.648, 1.584, 0.486, 0.0, 0.0, 2.783, 3.128, 3.237, 2.86, 1.927, 0.829, 0.0, 0.0, 3.749, 4.101, 4.126, 3.577, 2.351, 0.693, 0.0, 0.0, 0.021, 0.044, 0.03, 0.025, 0.012, 0.004, 0.0, 0.0, 0.044, 0.093, 0.063, 0.052, 0.026, 0.008, 0.0, 0.0, 0.019, 0.041, 0.028, 0.023, 0.011, 0.003, 0.0, 0.0, 0.107, 0.224, 0.151, 0.125, 0.062, 0.018, 0.0, 0.0, 0.064, 0.135, 0.091, 0.075, 0.037, 0.011, 0.0, 0.0, 4.792, 4.317, 9.679, 9.481, 3.333, 0.419, 0.0, 0.0, -0.156, 0.211, -0.075, -0.212, -0.527, -1.0, 0.0, 0.0, -0.156, 0.211, -0.075, -0.212, -0.527, -1.0, 0.0, 0.0, -0.156, 0.211, -0.075, -0.212, -0.527, -1.0, 0.0, 0.0, -0.156, 0.211, -0.075, -0.212, -0.527, -1.0, 0.0, 0.0, -0.156, 0.211, -0.075, -0.212, -0.527, -1.0, 0.0, 0.0, -0.127, -0.008, -0.23, 0.085, -0.228, 0.586, 0.0, 0.0, 1.013, 0.709, 0.771, 1.182, 2.127, 3.545, 0.0, 0.0, 1.013, 0.709, 0.771, 1.182, 2.127, 3.545, 0.0, 0.0, 1.013, 0.709, 0.771, 1.182, 2.127, 3.545, 0.0, 0.0, 1.013, 0.709, 0.771, 1.182, 2.127, 3.545, 0.0, 0.0, 1.013, 0.709, 0.771, 1.182, 2.127, 3.545, 0.0, 0.0, 0.929, 0.664, 1.217, 1.099, 1.45, 0.0, 0.0, 0.0]",0,"(1.84087, 53.214700000000015)",174.115698448,0.5454545454545454,-1.2300000000000002,8.371939378032769,2.383042773768414,0.7263614196226644
25,CC(C)C(O)CC=CCCC(N)=O,C10H19NO2,"[2.627, 2.816, 2.674, 2.382, 2.286, 2.178, 2.058, 2.178, 2.5, 2.599, 2.452, 2.218, 2.103, 1.972, 1.823, 1.709, 2.626, 2.814, 2.672, 2.381, 2.284, 2.176, 2.056, 2.173, 2.445, 2.507, 2.346, 2.144, 2.019, 1.877, 1.711, 1.52, 2.618, 2.802, 2.648, 2.371, 2.273, 2.164, 2.042, 2.143, 3.97, 3.864, 3.799, 4.138, 3.864, 2.853, 3.178, 3.344, 0.078, 0.122, 0.104, 0.065, 0.061, 0.057, 0.053, 0.131, 0.074, 0.128, 0.094, 0.062, 0.059, 0.055, 0.051, 0.123, 0.075, 0.117, 0.1, 0.063, 0.059, 0.055, 0.051, 0.126, 0.242, 0.404, 0.314, 0.203, 0.191, 0.178, 0.165, 0.405, 0.057, 0.102, 0.068, 0.048, 0.045, 0.042, 0.039, 0.088, 12.883, 22.486, 18.701, 20.087, 17.537, 10.792, 3.895, 8.58, -0.023, 0.03, -0.258, -0.121, -0.17, -0.233, -0.317, 0.931, -0.025, 0.121, -0.251, -0.132, -0.186, -0.255, -0.347, 0.918, -0.023, 0.026, -0.258, -0.12, -0.169, -0.232, -0.315, 0.929, -0.024, 0.085, -0.258, -0.129, -0.181, -0.248, -0.338, 0.941, -0.024, 0.175, -0.21, -0.129, -0.181, -0.249, -0.338, 0.733, -0.002, -0.294, -0.093, 0.036, 0.198, -0.009, 0.144, -0.199, 0.636, 0.847, 1.201, 0.848, 0.954, 1.09, 1.272, 0.847, 0.649, 0.765, 1.126, 0.865, 0.973, 1.112, 1.298, 0.832, 0.635, 0.851, 1.203, 0.847, 0.953, 1.089, 1.27, 0.851, 0.645, 0.798, 1.167, 0.86, 0.967, 1.106, 1.29, 0.819, 0.645, 0.715, 0.974, 0.86, 0.968, 1.106, 1.29, 1.011, 0.643, 1.154, 0.845, 0.926, 0.723, 0.797, 0.666, 1.576]",0,"(1.2150999999999998, 53.03020000000003)",185.141578848,0.7,-0.8300000000000001,12.169999999999998,6.660756067060674,7.52810205908684
26,CC1CC2(O)CC(CON=C)(C2)C1,C10H17NO2,"[2.796, 3.128, 2.881, 2.783, 2.377, 1.93, 1.466, 0.0, 2.62, 2.962, 2.662, 2.472, 2.009, 1.621, 1.312, 0.0, 2.794, 3.127, 2.879, 2.78, 2.374, 1.926, 1.465, 0.0, 2.551, 2.885, 2.557, 2.317, 1.851, 1.512, 1.24, 0.0, 2.789, 3.106, 2.853, 2.768, 2.348, 1.966, 1.437, 0.0, 3.526, 3.479, 3.458, 3.389, 3.188, 2.584, 1.386, 0.0, 0.109, 0.149, 0.129, 0.126, 0.132, 0.049, 0.025, 0.0, 0.118, 0.135, 0.116, 0.123, 0.112, 0.07, 0.022, 0.0, 0.104, 0.144, 0.124, 0.121, 0.127, 0.046, 0.024, 0.0, 0.368, 0.452, 0.388, 0.396, 0.382, 0.198, 0.074, 0.0, 0.096, 0.097, 0.082, 0.096, 0.076, 0.068, 0.014, 0.0, 6.314, 5.337, 4.941, 5.248, 4.615, 2.476, 0.639, 0.0, 0.131, -0.117, -0.246, -0.435, 0.306, 0.301, -0.199, 0.0, 0.218, -0.1, -0.232, -0.491, 0.105, 0.387, -0.155, 0.0, 0.127, -0.117, -0.246, -0.432, 0.314, 0.295, -0.2, 0.0, 0.185, -0.109, -0.242, -0.472, 0.196, 0.364, -0.177, 0.0, 0.254, -0.065, -0.184, -0.495, -0.119, 0.326, -0.081, 0.0, 0.164, 0.054, -0.337, 0.015, -0.317, -0.689, 0.322, 0.0, 0.605, 0.89, 1.187, 1.5, 1.06, 0.509, 1.13, 0.0, 0.561, 0.819, 1.092, 1.577, 1.231, 0.838, 0.954, 0.0, 0.608, 0.892, 1.189, 1.497, 1.054, 0.503, 1.135, 0.0, 0.575, 0.856, 1.142, 1.545, 1.152, 0.653, 1.043, 0.0, 0.574, 0.683, 0.91, 1.635, 1.442, 1.579, 0.657, 0.0, 0.697, 0.573, 1.217, 1.039, 1.988, 1.821, 0.0, 0.0]",0,"(1.5598, 50.51580000000004)",183.125928784,0.9,-0.5700000000000001,9.003504046519028,2.707512717071001,1.4550411963497263
27,CN1NC(=O)CC1C(NN=C)C#C,C8H12N4O,"[2.765, 3.023, 2.957, 2.912, 2.633, 1.953, 0.847, 0.0, 2.456, 2.697, 2.666, 2.575, 2.289, 1.612, 0.539, 0.0, 2.761, 3.019, 2.953, 2.907, 2.628, 1.95, 0.845, 0.0, 2.338, 2.564, 2.556, 2.437, 2.155, 1.473, 0.375, 0.0, 2.833, 3.076, 3.005, 2.97, 2.681, 1.955, 0.793, 0.0, 4.384, 4.789, 4.522, 4.595, 4.479, 3.602, 2.079, 0.0, 0.1, 0.141, 0.133, 0.126, 0.102, 0.061, 0.02, 0.0, 0.177, 0.233, 0.216, 0.209, 0.16, 0.078, 0.018, 0.0, 0.093, 0.132, 0.125, 0.118, 0.095, 0.058, 0.019, 0.0, 0.451, 0.612, 0.572, 0.546, 0.429, 0.229, 0.061, 0.0, 0.233, 0.281, 0.26, 0.263, 0.187, 0.072, 0.011, 0.0, 15.639, 38.365, 24.656, 28.618, 27.177, 16.822, 7.118, 0.0, -0.059, -0.191, 0.063, -0.21, 0.06, 0.148, -1.763, 0.0, 0.002, -0.332, 0.047, -0.141, 0.07, 0.185, -1.215, 0.0, -0.061, -0.184, 0.063, -0.211, 0.059, 0.142, -1.778, 0.0, -0.026, -0.277, 0.058, -0.176, 0.072, 0.187, -1.475, 0.0, 0.066, -0.424, 0.011, -0.055, 0.045, 0.121, -0.601, 0.0, -0.104, -0.108, -0.156, -0.138, 0.449, -0.309, -2.141, 0.0, 0.795, 1.013, 0.789, 1.071, 0.938, 1.374, 4.579, 0.0, 0.887, 1.212, 0.837, 1.056, 0.889, 0.873, 2.505, 0.0, 0.789, 1.004, 0.787, 1.07, 0.942, 1.402, 4.673, 0.0, 0.858, 1.136, 0.815, 1.069, 0.901, 1.042, 3.317, 0.0, 0.908, 1.333, 0.882, 1.004, 0.894, 0.683, 1.11, 0.0, 0.753, 0.961, 0.931, 1.023, 0.649, 1.9, 4.997, 0.0]",0,"(-1.0712999999999995, 49.61640000000002)",180.101111004,0.5,-1.54,9.547260034904015,3.9164715687439444,1.9769092739316114
28,CN(C)C1C(=C)CCCNNC1=N,C9H18N4,"[2.732, 2.972, 3.146, 3.1, 2.178, 1.099, 0.0, 0.0, 2.495, 2.765, 2.892, 2.828, 1.915, 1.099, 0.0, 0.0, 2.728, 2.969, 3.142, 3.096, 2.175, 1.099, 0.0, 0.0, 2.411, 2.692, 2.806, 2.726, 1.812, 1.099, 0.0, 0.0, 2.798, 3.03, 3.22, 3.172, 2.246, 1.099, 0.0, 0.0, 4.111, 4.068, 4.224, 4.007, 3.045, 1.099, 0.0, 0.0, 0.064, 0.078, 0.107, 0.097, 0.035, 0.005, 0.0, 0.0, 0.136, 0.165, 0.227, 0.204, 0.073, 0.011, 0.0, 0.0, 0.06, 0.072, 0.099, 0.089, 0.032, 0.005, 0.0, 0.0, 0.327, 0.397, 0.545, 0.49, 0.176, 0.027, 0.0, 0.0, 0.197, 0.239, 0.328, 0.295, 0.106, 0.016, 0.0, 0.0, 15.502, 12.336, 12.439, 19.954, 10.574, 1.52, 0.0, 0.0, -0.083, -0.044, 0.21, -0.297, -0.587, 0.444, 0.0, 0.0, -0.083, -0.044, 0.21, -0.297, -0.587, 0.444, 0.0, 0.0, -0.083, -0.044, 0.21, -0.297, -0.587, 0.444, 0.0, 0.0, -0.083, -0.044, 0.21, -0.297, -0.587, 0.444, 0.0, 0.0, -0.083, -0.044, 0.21, -0.297, -0.587, 0.444, 0.0, 0.0, 0.328, -0.2, -0.159, -0.098, -0.447, 0.395, 0.0, 0.0, 1.0, 0.892, 0.758, 1.254, 1.548, 0.0, 0.0, 0.0, 1.0, 0.892, 0.758, 1.254, 1.548, 0.0, 0.0, 0.0, 1.0, 0.892, 0.758, 1.254, 1.548, 0.0, 0.0, 0.0, 1.0, 0.892, 0.758, 1.254, 1.548, 0.0, 0.0, 0.0, 1.0, 0.892, 0.758, 1.254, 1.548, 0.0, 0.0, 0.0, 0.566, 1.041, 1.021, 1.093, 1.679, 0.0, 0.0, 0.0]",0,"(0.3380699999999998, 54.71410000000002)",182.15314657599998,0.6666666666666666,-0.8700000000000001,10.212440230832646,4.389805924353775,2.5351682042338863
29,CC12OCC1(O)C(C)(C)N(O)C2=O,C8H13NO4,"[2.846, 3.375, 3.604, 2.871, 0.0, 0.0, 0.0, 0.0, 2.559, 3.045, 3.123, 2.255, 0.0, 0.0, 0.0, 0.0, 2.843, 3.372, 3.6, 2.867, 0.0, 0.0, 0.0, 0.0, 2.429, 2.883, 2.884, 1.917, 0.0, 0.0, 0.0, 0.0, 2.832, 3.354, 3.544, 2.763, 0.0, 0.0, 0.0, 0.0, 3.685, 4.212, 4.593, 3.795, 0.0, 0.0, 0.0, 0.0, 0.216, 0.392, 0.595, 0.343, 0.0, 0.0, 0.0, 0.0, 0.208, 0.366, 0.503, 0.252, 0.0, 0.0, 0.0, 0.0, 0.207, 0.377, 0.574, 0.333, 0.0, 0.0, 0.0, 0.0, 0.678, 1.207, 1.731, 0.923, 0.0, 0.0, 0.0, 0.0, 0.156, 0.267, 0.326, 0.135, 0.0, 0.0, 0.0, 0.0, 6.796, 13.203, 35.062, 25.042, 0.0, 0.0, 0.0, 0.0, -0.025, -0.191, -0.045, -0.025, 0.0, 0.0, 0.0, 0.0, -0.006, -0.209, -0.021, -0.067, 0.0, 0.0, 0.0, 0.0, -0.026, -0.191, -0.046, -0.023, 0.0, 0.0, 0.0, 0.0, -0.013, -0.202, -0.031, -0.05, 0.0, 0.0, 0.0, 0.0, -0.001, -0.221, -0.001, -0.096, 0.0, 0.0, 0.0, 0.0, -0.007, 0.014, 0.0, -0.561, 0.0, 0.0, 0.0, 0.0, 0.756, 0.952, 1.035, 1.3, 0.0, 0.0, 0.0, 0.0, 0.804, 1.022, 0.992, 1.202, 0.0, 0.0, 0.0, 0.0, 0.755, 0.95, 1.036, 1.302, 0.0, 0.0, 0.0, 0.0, 0.777, 0.987, 1.012, 1.258, 0.0, 0.0, 0.0, 0.0, 0.929, 1.141, 0.937, 0.948, 0.0, 0.0, 0.0, 0.0, 0.517, 0.559, 1.043, 2.344, 0.0, 0.0, 0.0, 0.0]",0,"(-0.4836, 42.0183)",187.084457896,0.875,-0.65,8.926807081036344,1.8919978292076607,0.6094414732306689
30,CC1=NC2=C(S1)C=CC2(N)CN,C8H11N3S,"[2.891, 3.377, 3.145, 2.75, 2.134, 0.773, 0.0, 0.0, 2.596, 2.984, 2.762, 2.296, 1.689, 0.564, 0.0, 0.0, 2.694, 3.118, 2.994, 2.497, 1.882, 0.77, 0.0, 0.0, 2.624, 3.013, 2.738, 2.297, 1.664, 0.486, 0.0, 0.0, 2.708, 3.135, 3.054, 2.537, 1.912, 0.829, 0.0, 0.0, 4.004, 4.34, 4.259, 3.353, 2.351, 0.693, 0.0, 0.0, 0.778, 1.142, 0.753, 0.429, 0.092, 0.003, 0.0, 0.0, 0.07, 0.157, 0.173, 0.13, 0.067, 0.009, 0.0, 0.0, 0.039, 0.064, 0.078, 0.042, 0.018, 0.005, 0.0, 0.0, 0.119, 0.42, 0.382, 0.417, 0.26, 0.013, 0.0, 0.0, 0.109, 0.205, 0.25, 0.155, 0.071, 0.015, 0.0, 0.0, 9.415, 11.476, 15.205, 6.864, 3.945, 0.853, 0.0, 0.0, -0.111, -0.125, -0.092, -0.073, 0.048, 0.013, 0.0, 0.0, -0.002, -0.187, 0.184, -0.096, -0.764, -0.57, 0.0, 0.0, -0.143, -0.193, -0.012, 0.163, -0.119, -1.112, 0.0, 0.0, 0.014, -0.166, 0.168, -0.182, -0.741, -0.195, 0.0, 0.0, -0.042, -0.198, 0.145, 0.001, -0.621, -0.857, 0.0, 0.0, 0.296, -0.292, -0.088, -0.335, 0.019, 0.739, 0.0, 0.0, 0.971, 1.2, 0.753, 1.138, 1.027, 0.061, 0.0, 0.0, 0.69, 1.031, 0.833, 1.164, 1.777, 1.727, 0.0, 0.0, 0.849, 0.986, 1.086, 0.867, 1.126, 2.477, 0.0, 0.0, 0.721, 1.1, 0.717, 1.262, 1.775, 0.94, 0.0, 0.0, 0.715, 0.991, 0.942, 1.053, 1.623, 2.238, 0.0, 0.0, 0.53, 1.164, 1.165, 1.2, 0.805, 0.0, 0.0, 0.0]",0,"(0.5910200000000001, 50.80480000000001)",181.067368352,0.375,-0.7100000000000002,7.914453388116449,2.386614898895228,0.9237269253423317
31,CCC1C2CCC11ON=CC1OC2,C10H15NO2,"[2.875, 3.283, 3.32, 2.813, 1.504, 0.0, 0.0, 0.0, 2.67, 3.069, 3.038, 2.578, 1.245, 0.0, 0.0, 0.0, 2.873, 3.281, 3.317, 2.811, 1.501, 0.0, 0.0, 0.0, 2.586, 2.967, 2.916, 2.473, 1.125, 0.0, 0.0, 0.0, 2.861, 3.26, 3.291, 2.821, 1.504, 0.0, 0.0, 0.0, 4.169, 4.591, 4.535, 3.861, 2.442, 0.0, 0.0, 0.0, 0.126, 0.19, 0.269, 0.106, 0.028, 0.0, 0.0, 0.0, 0.132, 0.175, 0.246, 0.114, 0.029, 0.0, 0.0, 0.0, 0.121, 0.183, 0.259, 0.102, 0.027, 0.0, 0.0, 0.0, 0.417, 0.579, 0.818, 0.354, 0.091, 0.0, 0.0, 0.0, 0.105, 0.127, 0.176, 0.098, 0.024, 0.0, 0.0, 0.0, 9.06, 13.676, 20.616, 14.757, 4.528, 0.0, 0.0, 0.0, 0.046, -0.22, 0.106, -0.233, -0.435, 0.0, 0.0, 0.0, 0.132, -0.216, 0.114, -0.323, -0.54, 0.0, 0.0, 0.0, 0.042, -0.219, 0.105, -0.229, -0.43, 0.0, 0.0, 0.0, 0.098, -0.221, 0.113, -0.286, -0.499, 0.0, 0.0, 0.0, 0.182, -0.183, 0.096, -0.39, -0.596, 0.0, 0.0, 0.0, 0.209, 0.136, -0.066, -0.523, -1.303, 0.0, 0.0, 0.0, 0.791, 1.106, 0.995, 0.97, 1.414, 0.0, 0.0, 0.0, 0.714, 1.051, 0.929, 1.202, 1.641, 0.0, 0.0, 0.0, 0.794, 1.107, 0.997, 0.962, 1.406, 0.0, 0.0, 0.0, 0.745, 1.081, 0.958, 1.093, 1.536, 0.0, 0.0, 0.0, 0.667, 0.93, 0.857, 1.508, 1.923, 0.0, 0.0, 0.0, 0.611, 0.673, 1.037, 1.558, 2.557, 0.0, 0.0, 0.0]",0,"(1.5762, 48.55300000000004)",181.11027872,0.9,-0.5700000000000001,7.798856462411555,2.4714754457768153,0.8097059137730407
32,CN1C(=O)C=CC(=O)C(=N)NC1=S,C7H7N3O2S,"[2.853, 3.258, 3.421, 3.311, 2.723, 1.357, 0.0, 0.0, 2.499, 2.767, 2.934, 2.685, 1.991, 0.814, 0.0, 0.0, 2.753, 3.1, 3.248, 3.005, 2.438, 1.352, 0.0, 0.0, 2.425, 2.665, 2.874, 2.638, 1.886, 0.553, 0.0, 0.0, 2.778, 3.125, 3.249, 2.989, 2.384, 1.327, 0.0, 0.0, 4.495, 5.137, 5.332, 5.109, 4.79, 2.708, 0.0, 0.0, 0.624, 0.602, 1.377, 1.181, 0.596, 0.031, 0.0, 0.0, 0.167, 0.308, 0.331, 0.32, 0.2, 0.048, 0.0, 0.0, 0.117, 0.172, 0.21, 0.147, 0.119, 0.037, 0.0, 0.0, 0.438, 0.976, 0.987, 1.184, 0.835, 0.159, 0.0, 0.0, 0.183, 0.318, 0.31, 0.271, 0.129, 0.034, 0.0, 0.0, 32.681, 46.042, 63.09, 44.603, 38.487, 16.654, 0.0, 0.0, -0.044, 0.041, -0.186, -0.13, -0.065, -0.081, 0.0, 0.0, -0.222, -0.117, 0.015, -0.166, 0.021, 0.333, 0.0, 0.0, -0.243, -0.004, -0.173, -0.138, 0.375, -0.218, 0.0, 0.0, -0.109, -0.172, 0.073, -0.229, -0.056, 0.296, 0.0, 0.0, -0.346, 0.017, -0.091, -0.045, -0.045, 0.336, 0.0, 0.0, -0.146, -0.037, -0.164, -0.05, 0.538, -2.0, 0.0, 0.0, 0.592, 0.668, 1.046, 1.526, 1.446, 0.167, 0.0, 0.0, 0.909, 0.945, 0.865, 1.209, 1.234, 0.896, 0.0, 0.0, 0.937, 0.797, 1.057, 1.034, 1.039, 2.202, 0.0, 0.0, 0.688, 0.918, 0.8, 1.399, 1.474, 0.786, 0.0, 0.0, 1.182, 0.946, 0.973, 0.999, 0.989, 0.645, 0.0, 0.0, 0.816, 0.824, 1.051, 0.954, 0.908, 3.99, 0.0, 0.0]",0,"(-0.7174400000000001, 48.99240000000001)",197.025897464,0.14285714285714285,-1.5599999999999998,9.527412587412588,3.4422377324311353,1.9678539856729151
33,CC1(N)C2C3CC2C2C1C3OC2=C,C11H15NO,"[2.881, 3.395, 3.258, 2.503, 1.153, 0.0, 0.0, 0.0, 2.784, 3.263, 3.086, 2.28, 1.015, 0.0, 0.0, 0.0, 2.88, 3.394, 3.256, 2.5, 1.151, 0.0, 0.0, 0.0, 2.743, 3.207, 3.012, 2.196, 0.965, 0.0, 0.0, 0.0, 2.874, 3.391, 3.258, 2.514, 1.191, 0.0, 0.0, 0.0, 3.995, 4.505, 4.198, 2.975, 1.099, 0.0, 0.0, 0.0, 0.047, 0.089, 0.087, 0.068, 0.006, 0.0, 0.0, 0.0, 0.049, 0.097, 0.097, 0.085, 0.01, 0.0, 0.0, 0.0, 0.045, 0.085, 0.083, 0.064, 0.006, 0.0, 0.0, 0.0, 0.154, 0.299, 0.296, 0.251, 0.027, 0.0, 0.0, 0.0, 0.042, 0.085, 0.087, 0.078, 0.011, 0.0, 0.0, 0.0, 2.453, 5.979, 6.099, 4.973, 1.049, 0.0, 0.0, 0.0, -0.057, -0.123, -0.203, 0.277, -0.188, 0.0, 0.0, 0.0, -0.045, -0.127, -0.227, 0.361, -0.358, 0.0, 0.0, 0.0, -0.057, -0.123, -0.201, 0.271, -0.181, 0.0, 0.0, 0.0, -0.051, -0.128, -0.22, 0.341, -0.288, 0.0, 0.0, 0.0, -0.027, -0.114, -0.222, 0.31, -0.49, 0.0, 0.0, 0.0, 0.123, -0.075, -0.287, -0.213, 1.149, 0.0, 0.0, 0.0, 0.783, 0.98, 1.211, 0.975, 0.699, 0.0, 0.0, 0.0, 0.7, 0.939, 1.232, 1.014, 1.482, 0.0, 0.0, 0.0, 0.786, 0.981, 1.21, 0.977, 0.671, 0.0, 0.0, 0.0, 0.74, 0.96, 1.226, 0.978, 1.131, 0.0, 0.0, 0.0, 0.592, 0.874, 1.227, 1.207, 2.323, 0.0, 0.0, 0.0, 0.595, 0.883, 1.262, 1.562, 0.0, 0.0, 0.0, 0.0]",0,"(1.1282000000000003, 48.672400000000025)",177.1153641,0.8181818181818182,-0.5,6.8808532778355875,1.5609418282548477,0.46
34,CC1OC(C#C)C2(N)CCC1C=C2,C11H15NO,"[2.762, 3.171, 3.357, 2.674, 1.819, 0.0, 0.0, 0.0, 2.652, 3.002, 3.152, 2.586, 1.751, 0.0, 0.0, 0.0, 2.761, 3.169, 3.355, 2.673, 1.818, 0.0, 0.0, 0.0, 2.605, 2.928, 3.065, 2.555, 1.727, 0.0, 0.0, 0.0, 2.754, 3.166, 3.349, 2.699, 1.839, 0.0, 0.0, 0.0, 4.182, 4.466, 4.73, 3.67, 2.303, 0.0, 0.0, 0.0, 0.044, 0.08, 0.132, 0.029, 0.011, 0.0, 0.0, 0.0, 0.046, 0.087, 0.15, 0.041, 0.015, 0.0, 0.0, 0.0, 0.042, 0.077, 0.126, 0.028, 0.01, 0.0, 0.0, 0.0, 0.144, 0.269, 0.457, 0.115, 0.042, 0.0, 0.0, 0.0, 0.039, 0.076, 0.129, 0.044, 0.016, 0.0, 0.0, 0.0, 8.703, 13.394, 24.947, 9.939, 5.155, 0.0, 0.0, 0.0, -0.088, -0.204, -0.043, -0.0, 0.021, 0.0, 0.0, 0.0, -0.078, -0.215, 0.007, -0.068, -0.035, 0.0, 0.0, 0.0, -0.088, -0.203, -0.046, 0.002, 0.023, 0.0, 0.0, 0.0, -0.084, -0.214, -0.011, -0.039, -0.01, 0.0, 0.0, 0.0, -0.056, -0.197, 0.023, -0.131, -0.09, 0.0, 0.0, 0.0, 0.258, -0.312, -0.175, -0.007, 0.181, 0.0, 0.0, 0.0, 0.895, 1.26, 1.337, 0.323, 0.28, 0.0, 0.0, 0.0, 0.8, 1.208, 1.183, 0.684, 0.593, 0.0, 0.0, 0.0, 0.898, 1.261, 1.343, 0.31, 0.268, 0.0, 0.0, 0.0, 0.845, 1.235, 1.247, 0.522, 0.452, 0.0, 0.0, 0.0, 0.676, 1.123, 1.054, 1.072, 0.929, 0.0, 0.0, 0.0, 0.567, 1.223, 1.206, 0.807, 0.747, 0.0, 0.0, 0.0]",0,"(1.0706000000000002, 51.95040000000002)",177.1153641,0.6363636363636364,-0.78,8.802256288894332,2.8663706351792015,1.2872961112031882
35,CC1(N)C2C3CN4CC(N)(CC24)C13,C10H17N3,"[2.881, 3.423, 3.207, 2.7, 0.0, 0.0, 0.0, 0.0, 2.759, 3.28, 3.027, 2.347, 0.0, 0.0, 0.0, 0.0, 2.879, 3.421, 3.204, 2.695, 0.0, 0.0, 0.0, 0.0, 2.716, 3.229, 2.965, 2.214, 0.0, 0.0, 0.0, 0.0, 2.915, 3.463, 3.258, 2.795, 0.0, 0.0, 0.0, 0.0, 3.657, 4.128, 3.778, 2.773, 0.0, 0.0, 0.0, 0.0, 0.041, 0.076, 0.075, 0.072, 0.0, 0.0, 0.0, 0.0, 0.086, 0.16, 0.158, 0.151, 0.0, 0.0, 0.0, 0.0, 0.038, 0.07, 0.069, 0.066, 0.0, 0.0, 0.0, 0.0, 0.207, 0.384, 0.38, 0.364, 0.0, 0.0, 0.0, 0.0, 0.125, 0.231, 0.229, 0.219, 0.0, 0.0, 0.0, 0.0, 2.973, 5.929, 3.998, 2.343, 0.0, 0.0, 0.0, 0.0, -0.106, -0.164, -0.035, 0.047, 0.0, 0.0, 0.0, 0.0, -0.106, -0.164, -0.035, 0.047, 0.0, 0.0, 0.0, 0.0, -0.106, -0.164, -0.035, 0.047, 0.0, 0.0, 0.0, 0.0, -0.106, -0.164, -0.035, 0.047, 0.0, 0.0, 0.0, 0.0, -0.106, -0.164, -0.035, 0.047, 0.0, 0.0, 0.0, 0.0, 0.122, -0.235, -0.271, 0.34, 0.0, 0.0, 0.0, 0.0, 0.813, 0.929, 0.945, 1.517, 0.0, 0.0, 0.0, 0.0, 0.813, 0.929, 0.945, 1.517, 0.0, 0.0, 0.0, 0.0, 0.812, 0.929, 0.945, 1.517, 0.0, 0.0, 0.0, 0.0, 0.812, 0.929, 0.945, 1.517, 0.0, 0.0, 0.0, 0.0, 0.812, 0.929, 0.945, 1.517, 0.0, 0.0, 0.0, 0.0, 0.804, 1.211, 1.127, 0.536, 0.0, 0.0, 0.0, 0.0]",0,"(-0.6349999999999989, 49.958800000000025)",179.14224754399999,1.0,-0.12,7.208547227632941,1.5751178206803118,0.5058503401360546
36,CC1NC2C3OC3C1(O)C2N,C7H12N2O2,"[2.741, 3.164, 3.183, 1.801, 0.0, 0.0, 0.0, 0.0, 2.519, 2.897, 2.661, 1.39, 0.0, 0.0, 0.0, 0.0, 2.738, 3.161, 3.178, 1.796, 0.0, 0.0, 0.0, 0.0, 2.419, 2.774, 2.418, 1.213, 0.0, 0.0, 0.0, 0.0, 2.741, 3.169, 3.179, 1.802, 0.0, 0.0, 0.0, 0.0, 4.09, 4.42, 4.357, 2.398, 0.0, 0.0, 0.0, 0.0, 0.144, 0.225, 0.289, 0.055, 0.0, 0.0, 0.0, 0.0, 0.161, 0.257, 0.324, 0.069, 0.0, 0.0, 0.0, 0.0, 0.137, 0.214, 0.276, 0.052, 0.0, 0.0, 0.0, 0.0, 0.49, 0.777, 0.989, 0.205, 0.0, 0.0, 0.0, 0.0, 0.145, 0.237, 0.285, 0.061, 0.0, 0.0, 0.0, 0.0, 1.796, 9.378, 15.255, 4.273, 0.0, 0.0, 0.0, 0.0, -0.131, -0.227, 0.049, -0.033, 0.0, 0.0, 0.0, 0.0, -0.152, -0.283, 0.103, 0.072, 0.0, 0.0, 0.0, 0.0, -0.13, -0.224, 0.046, -0.04, 0.0, 0.0, 0.0, 0.0, -0.146, -0.264, 0.084, 0.041, 0.0, 0.0, 0.0, 0.0, -0.148, -0.293, 0.116, 0.05, 0.0, 0.0, 0.0, 0.0, 0.035, -0.187, -0.046, -0.344, 0.0, 0.0, 0.0, 0.0, 0.858, 0.967, 1.114, 1.114, 0.0, 0.0, 0.0, 0.0, 0.903, 1.06, 1.005, 0.991, 0.0, 0.0, 0.0, 0.0, 0.855, 0.962, 1.12, 1.122, 0.0, 0.0, 0.0, 0.0, 0.89, 1.026, 1.045, 1.028, 0.0, 0.0, 0.0, 0.0, 0.893, 1.095, 0.967, 1.018, 0.0, 0.0, 0.0, 0.0, 0.684, 1.027, 1.167, 1.143, 0.0, 0.0, 0.0, 0.0]",0,"(-1.8138999999999985, 37.971900000000005)",156.089877624,1.0,-0.16,6.366334177657437,1.4740337564907477,0.4708593749999999
